제목,시간,날짜,별점,리뷰제목,리뷰내용,연수분야,가격,대상,label
"공간의 재발견, 정리의 힘",15차시,2024-03-08,5,유익한 연수입니다.,평소에 정리에 관심만 가지고 행동으로 잘 안옮겨졌는데 연수 받으면서 곧장 비우기 및 정리하기를 시작하게 되었어요. 하면 할수록 재미도 느껴지고 기분도 좋았어요. 아직 정리할 부분이 많지만 조금씩 해가기로 했어요. 감사합니다.,자기계발,"40,000원",전체대상,1
유초등을 사로잡는 감동의 그림책 놀이수업,30차시,2024-02-29,5,동화는 즐겁다,저는 특수교사로 어떻게하면 아이들에게 동화를 재미있게 전달할 수 있을까를 고민하며 연수를 신청하였습니다. 일반학생들을 대상으로 한 연수지만 비교적 읽기 쉬운 그림책과 간단한 게임으로 구성되어있어 너무 잘 활용할 수 있을것 같습니다. 특히 교재는 꼭 주문하세요. 완전 현장에서 바로 적용가능한 내용들만 모은 책으로 잊지 않고 언제든 활용할수있습니다. ,학습지도,"85,000원",유초등,1
야나두 미국에서 한 달 살기- 현지 토크 편,15차시,2024-05-08,5,실생활 영어 스피킹 능력 향상,미국 현지에서 실제 사용할 수 있는 다양한 대화문을 익힐 수 있었습니다. 연수 후에 복습하며 꾸준히 공부해 보아야겠어요.,어학,"40,000원",전체대상,1
한국어교원양성과정 Ⅰ,30차시,2023-12-17,3,어려워요.,어렵다는 이야기 듣고 매번 망설이다 듣긴 들었는데 역시 어렵네요. 외국인에게 한국어를 가르치는데 이렇게 어려운 것까지 해야 하나 고민이 되네요. 일부는 알아두면 좋을 것 같지만 일부는 너무 학문적이라서... ,자기계발,"75,000원",전체대상,0
이야기가 있는 유쾌한 클래식,30차시,2024-02-10,5,교사의 필수 연수 입니다. 강력추천합니다. ,교사의 필수 연수 입니다. 강력추천합니다. ,자기계발,"75,000원",전체대상,1
"Made at Home, 나만의 작은 홈카페 & 홈베이킹",15차시,2024-02-28,5,"Made at Home, 나만의 작은 홈카페 & 홈베이킹",평소 관심 많던 분야를 연수를 통해 쉽게 배울 수 있어 좋았습니다.,자기계발,"40,000원",전체대상,1
전인구의 주식 기초반,30차시,2024-02-12,4,어려운 용어도 있었지만 유익했다.,주식이라는 재테크에 대해 알아보고 경제와 투자 전반에 대해 알 수 있어 좋았습니다.,자기계발,"75,000원",전체대상,0
"생각을 꺼내는 교육, 이제는 IB 시대",15차시,2024-01-16,5,교육 패러다임의 전환,"연수를 듣고, 연수 내용과 관련하여 실행해보려는 마음이 생기기는 처음인 것 같습니다. 미래 사회를 위한 교육 패러다임 전환에 깊은 공감과 책임감을 가지게 되었고, IB채점자 등에 도전해 보려고 합니다.",학습지도,"50,000원",전체대상,1
EBS다큐프라임으로 배우는 생태전환교육,30차시,2024-01-05,5,다양한 정리꿀팁이 많이 들어있네요!,"평소에도 정리하는 것을 굉장히 즐겨 하는 편인데_x000D_
전문가가 알려주시는 연수라 그런지 제가 새롭게 알게 된_x000D_
정리 꿀팁들이 많이 있어서 좋았습니다!_x000D_
연수 듣는 내내 힐링이었어요. 감사합니다.",학습지도,"75,000원",전체대상,1
"김선현의 그림치유, 날지 않는 꿈도 괜찮아",15차시,2024-05-29,5,힐링의 시간이었어요.,"그림을 보며 심리에 대해 생각해 볼 수 있어서 좋았어요._x000D_
다양한 작가의 그림에 흥미가 생겨 찾아보게 되었네요.",자기계발,"50,000원",전체대상,1
한국어교원양성과정 Ⅱ,30차시,2024-06-04,5,반복 정리가 도움이 되었습니다.,같은 내용이 다른 차시에도 중복이 되었지만 시험을 위해서는 암기해야 하는 부담이 있어서 복습되고 좋았습니다. 그만큼 중요한 내용이라 이해했습니다. 차시 낭비라고 행각할 수도 있겠지만 사실 다시듣기로 복습할 마음 먹기 쉽지 않잖아요. 외국인 나오는 예능 TV 프로그램 많은데 그들의 한국어 발음을 유심히 관찰하게 되네요.,자기계발,"75,000원",전체대상,1
"힐링여행, 유네스코 세계문화유산을 찾아서",60차시,2024-05-20,5,좋아하는 여행이야기였기에 괜찮았던 연수였어요,"먼저 이수하셨던 다른 분들의 후기처럼 출석시험빼고는 대체로 좋은 연수였습니다._x000D_
정말 아주 사소하지만 제 기준으로 단 한 가지 거슬렸던 부분은 강사님의 발음 습관._x000D_
'성벽'을 초지일관 '성뼉'으로 이런 부분 지나가야할 때 아주 쪼금 거북하고 힘들었습니다.",자기계발,"130,000원",전체대상,1
다양한 재료로 쉽게 따라 하는 캘리그라피,15차시,2024-06-13,5,연습이 필요합니다.,"말 그대로 글씨 연습이네요. 많이 연습해야 하는 연수입니다. 글씨를 쓰는 동안 마음도 차분해지고 머리도 맑아지는 기분이었습니다. 교재를 굳이 사지 않아도 다운받아 연습할 수 있는 교재가 있었네요. 교재 구입하며 받은 액자, 뱃지  등의 재료들은 글씨가 예쁘지 않아 사용하지 못했습니다. 한 번쯤 들어봐도 좋을 듯 합니다.",자기계발,"40,000원",전체대상,1
한국어교원양성과정 Ⅱ,30차시,2023-12-14,5,좋은 연수 감사드립니다.,"학교에서 필요한 기본 연수 및 개인적인 관심 분야의 연수로 연수 교육이 풍부해졌다는 느낌을 받았습니다._x000D_
감사합니다.",자기계발,"75,000원",전체대상,1
교실에서 바로 적용하는 스마트기기 활용 수업,15차시,2024-05-29,5,교육현장에 들어오는 스마트 기기,교육 현장에 들어오는 스마트 기기를 활용하여 연수를 받고 직접 적용해 볼 수 있었서 좋았습니다.,학습지도,"50,000원",유초등,1
강신주 아낌의 인문학 <한 공기의 사랑>,15차시,2023-12-21,5,반복해서 듣게 되는 연수입니다.,듣고 또 듣고 몇 번을 들으며 많은 생각을 할 수 있는 연수여서 저의 삶에 많은 도움이 됩니다. 감사합니다.,자기계발,"50,000원",전체대상,1
수업을 바꾸자! 질문기반학습법,30차시,2024-05-28,4,질문기반학습법,유익한 연수였습니다. 추천합니다.,학습지도,"75,000원",유초등,0
왕초보도 할 수 있는 실전 여행영어,30차시,2024-04-12,5,양수쌤 놀이체육,체육시간에 많은 도움이 되었습니다.,어학,"65,000원",전체대상,1
야나두 미국에서 한 달 살기- 현지 체험 편,30차시,2023-12-30,5,생활 속 영어 공부,"생활 속 영어를 누구나 쉽게 말할 수 있도록 하는 영어 연수. _x000D_
문법에 어긋나지 않고 직원이나 만나는 사람들에게 적당히 예의를 갖추어 대화할 수 있도록 도와주는 구문들이 있어 좋았습니다. _x000D_
입에 붙을 수 있도록 반복 섀도잉하는 과정도요! ^^ _x000D_
",어학,"75,000원",전체대상,1
양수쌤의 한 방에 끝나는 놀이체육,30차시,2024-04-08,5,즐겁게 체육을 할 수 있어 좋아요,유익한 연수였습니다. 감사합니다.,교과지도,"75,000원",전체대상,1
꼬리에 꼬리를 무는 교권이야기,15차시,2024-03-28,5,교권보호와 관련하여 충분한 이해!!,체계적으로 구성된 콘텐츠에 교권보호의 전반을 이해 할 수 있는 기회가 되었습니다.,생활지도,"85,000원",전체대상,1
7대 안전 + 감염병! 한 번에 듣는 학교 안전교육,30차시,2024-03-27,5,7대 안전,"안전교육이 너무 광범위해서 시작과 끝을 가늠하기 어려운데, 7대 안전이라고 해서 크게 묶어서 구분하니까 새로운 마음으로 잘 들었습니다.",생활지도,"85,000원",전체대상,1
마음치유 수업: 교사로 사는 나 이해하기,15차시,2024-01-31,3,심리학 강의...,너무 어려운 심리학 용어들과 그에 대한 설명들이 많아 이해가 어려운 부분이 많았습니다. 시험볼 때 너무 고생했습니다...ㅠㅠ,자기계발,"40,000원",전체대상,0
시크릿 플레이리스트 슈퍼콘서트,30차시,2023-12-18,5,30차시 내내 힐링시간,"포근한 목소리의 두 MC가 소개해주는 노래소리와 가수들의 진솔한 이야기들이 진정한 쉼을 느끼게 해주는 연수였습니다. 모처럼 부담없는 연수, 잘 들었습니다.",자기계발,"85,000원",전체대상,1
시원스쿨 생기초 말하기 1,30차시,2023-12-27,5,핵심만 쏙쏙,핵심만 쏙쏙 아주 즐겁게 잘 들었습니다.,어학,"75,000원",전체대상,1
"몰입과 학습을 한 번에, 교실 속 게이미피케이션",15차시,2024-05-13,1,비추합니다.,"강력하게 비추합니다. _x000D_
_x000D_
1. 게임 운영 규칙을 설명 -- 이것은 보드 게임 설명지 읽으면 되는 일_x000D_
2. 학생이나 참여 교사의 게임 참여 영상  --  내가 참여하지 않는 이상 도움이 안 됨._x000D_
3. 이후 이것이 어디에 어떻게 활용할 수 있는지 간단한 대화 _x000D_
_x000D_
이렇게 구성되어 있어서 매우 지루하였습니다. _x000D_
_x000D_
",학습지도,"50,000원",전체대상,0
송길영의 데이터로 세상 읽기,15차시,2024-03-05,5,세상을 읽고 나를 알아가는 시간,데이터가 넘쳐나는 세상에서 세상을 읽고 나를 알아가는 시간이 되었습니다.,자기계발,"50,000원",전체대상,1
소설 파친코와 썬킴의 한국근현대사,15차시,2024-04-18,1,시험문제가 너무 지엽적이에요,강의 내용은 그렇다치고 시험문제가 너무 지엽적이고 전혀 중요해보이지 않는 틀리게 만들기만을 위한 문제가 대부분입니다.,교과지도,"50,000원",전체대상,0
허쌤의 짬짬이 교실놀이,4차시,2024-04-18,4,게임이 좋아요,이미 알고 있던 게임과 새로 알게 된 게임을 보면서 나도 틈이 날 때 우리 반 학생들과 재미있게 해 봐야겠다는 생각이 드는 연수였어요...,학습지도,무료,유초등,0
"생각을 꺼내는 교육, 이제는 IB 시대",15차시,2024-05-23,5,새로운 패러다임 변화에 대한 열정어린 강의,교수님의 열강에 감사 드립니다. 또한 교육현장에서 우리가 어떤 방향으로 변화해야할지를 안내해 주심에 감사드립니다. ,학습지도,"50,000원",전체대상,1
100배로 즐기는 세계문화유산 여행,30차시,2023-12-19,5,어려웠지만 가치있는 연수였습니다.,어려웠지만 가치있는 연수였습니다.,자기계발,"75,000원",전체대상,1
"질문하는 공부법, 하브루타로 생각하고 실행하기",60차시,2024-05-24,5,"너무 늦게 만난 하브루타지만, 만족합니다. ","솔직히, 이 연수가 꼭 필요해서 시작한 것은 아닙니다. _x000D_
많이들 아시겠지만, 60시간 연수 성적이 필요한 상황이었습니다._x000D_
의무감에서 시작한 연수라 처음에는 솔직히 의무감으로 들었습니다._x000D_
그런데, 60차시의 모든 연수를 듣고 다시 한번 더 들으면서부터는 진작 이 연수를 들었으면 좋았겠구나 하는 아쉬움이 컸습니다. _x000D_
한번의 유행처럼 지나간 하브루타라고 누군가는 이야기를 했지만,_x000D_
하브루타는 한번의 유행이 아니라, 강사님 말씀처럼 삶의 과정이라는 생각이 많이 들었습니다. _x000D_
자잘하게 외워야 할 것들로 조금 신경이 쓰였지만,  외워야 할 양이 그렇게 많지 않아서 아주 수월하게 연수를 잘~ 이수하였습니다. 감사합니다. ",학습지도,"130,000원",전체대상,1
"Z세대의 소통법, 유튜브 활용 교육",30차시,2024-04-29,4,좋아요,유튜브로 활용할 수 잇는 교육을 배울 수 있어서 좋았어요,ICT,"75,000원",전체대상,0
스피킹맥스 현지에서 통하는 왕기초 영어회화 패턴 120,30차시,2024-01-25,5,좋은 이야기 감사합니다,"매년 영어공부를 해보겠다고 맘은 굴뚝같이 먹지만 실천이 잘 안돼죠~_x000D_
올해 또 다짐해 봅니다~ 하루에 단 10분이라도 반복학습으로 꼭 여행가서 몇마디라고 내뱉을 수 있게요~",어학,"75,000원",전체대상,1
일본어 초급 탈출! 마법의 150회화,30차시,2024-02-11,5,쉽고 재미있었습니다.,"360회화 들은 후_x000D_
150회화도 있길래 들어보았습니다._x000D_
둘 다 같이 들으면 공부가 더 잘될 것 같습니다.",어학,"75,000원",전체대상,1
쏭내관과 함께하는 랜선궁궐기행,15차시,2024-04-01,5,좋은 연수 입니다.,좋은 연수 입니다.,교과지도,"40,000원",유초등,1
"학습부진, 기초튼튼! 실력쑥쑥!",15차시,2024-06-13,5,학습부진연수,"각 학생별로 학습부진의 원인과 유형이 다른데, 다양하게 짚어주셔서 좋았습니다.",학습지도,"35,000원",전체대상,1
학생을 살리는 학교공간혁신,30차시,2024-04-07,5,유익한 강의,"공간혁신에 대해서 이해하게 되었고, 업무를 추진하는데 큰 도움이 될 것 같습니다.",자기계발,"75,000원",전체대상,1
"상식+, 영어로 스마트하게 말하기",30차시,2024-01-16,4,부담없이 듣기 좋은 강의,"세트 구성이 좋아서 신청했는데 강의 자체도 나쁘지 않았어요._x000D_
_x000D_
통근 시간에 들으며 부담없이 아침을 시작하기 좋은 강의였습니다._x000D_
_x000D_
강의 내용 자체는 그리 어렵지 않았는데 설명에서 강사 분들의  전문성도 같이 느껴져서 좋았습니다. ",어학,"75,000원",전체대상,0
"핸드메이드 감성 소품, 리본공예",15차시,2024-03-22,5,"핸드메이드 감성 소품, 리본공예",실습 영상을 통해 리본의 기초 기능을 익혀 예쁘고 실용성 있는 다양한 리본 작품을 접하게 되어 감사합니다. 다음에도 손쉽고 창의적인 리본을 많이 알려주시기 바랍니다.,자기계발,"50,000원",전체대상,1
