제목,시간,날짜,별점,리뷰제목,리뷰내용,연수분야,가격,대상,label
직업탐구 - 별일입니다,30차시,2024-01-26,5,학생들에게 직업을 소개할 수 있는 훌륭한 영상으로 만들어진 알찬 연수입니다. ,"학생들에게 직업을 소개할 수 있는 훌륭한 영상으로 만들어진 알찬 연수입니다. _x000D_
최신 트랜드를 잘 반영한 아주 잘 만들어진 인터뷰 형식의 연수라 저도 너무 재미있게 학습한 연수입니다. 학생들에게 소개시켜주고 싶은 직업도 많았습니다. _x000D_
직업 관련 연수를 많이 들었지만 가장 최신 버전으로 학생들도 아주 재미있게 볼 수 있는 인터뷰로 만들어져 있어서 저 또한 많은 도움을 받은 연수였습니다. 선생님들께 강력 추천합니다. ~~ ",학습지도,"75,000",전체대상,1
전문가가 알려주는 창의 영재교육의 비법,30차시,2024-01-26,5,창의 영재교육의 다양한 방법,"영재교육에 대해서 처음 접하는 선생님들에게 도움이 될 것 같습니다_x000D_
다양한 교육방법들을 소개해주셔서 수업에 바로 활용이 가능할 것 같아요!",학습지도,"75,000원",전체대상,1
가르침에 지친 당신을 위한 방구석 인문학,30차시,2024-01-26,5,이야기 속에 따뜻함이.....,"학교 일로 매우 지쳐 있을 때 우연히 이 연수를 듣게 되었습니다. 예전에 읽었던 책 이야기에 반갑기도 하고, 제목만 알고 있던 이야기에 설레기도 하면서 연수를 들었습니다. 마음이 따뜻해지는 연수를 해주신 정여울 작가님께 감사 드립니다.",자기계발,"75,000원",전체대상,1
교사를 위한 구글 활용법(입문자편),15차시,2024-01-26,5,너무 알찹니다.,기본기를 잘 잡아주십니다.,ICT,"40,000원",전체대상,1
나만의 이미지 가치를 높여주는 퍼스널 컬러 스타일링,15차시,2024-01-26,5,퍼스널 컬러,퍼스널 컬러를 알아야 패션 센스가 높아질 것 같습니다.저와 가족들 옷 코디나 화장을 하는 데도 많은 도움이 되었습니다.,자기계발,"40,000원",전체대상,1
"우리 반 마음 탐구, 교실 심리학",30차시,2024-01-26,5,학생들이 즐겁고 흥미롭게 수업에 참여하는데 도움,패들렛과 띵커벨을 이용해 다양하게 수업에 활용할 수 있는 방법들을 알게 되었습니다. 학생들이 즐겁고 흥미롭게 수업에 참여하는데 도움이 되리라 생각합니다.,생활지도,"85,000원",유초등,1
전인구의 주식 기초반,30차시,2024-01-26,5,주식은 어려워!,"누구나 주식으로 돈을 벌어보기도 하고, 잃어보기도 했을 것 같다. 시작은 해 놓고, 신경을 못 쓰고 있는 나의 주식 자산에 보탬이 되기 위해 연수를 들었다. 전반적인 주식 관련 이야기와 지식을 알게 되어 좋았고, 무엇보다도 강사가 교사 출신이라는 것에 놀라웠다. 누구나 관심을 가지고 하면 저렇게 잘 하게 될까? 라는 의구심이 끝까지 나와 함께 했다. ㅎ",자기계발,"75,000원",전체대상,1
"챗GPT 융합교육 가이드, 인공지능(AI) 챗봇 수업",15차시,2024-01-26,5,챗GPT 연수,"6학년 담임을 하다 보면 나보다 훨씬 더 IT에 강한 아이들을 보며 위축되는 순간들이 있다. 잘 하지는 못해도 알고는 있어야겠다는 생각에 신청해서 듣게 된 연수! 머리가 굳어가는 나에게 좀  어렵긴 했는데, 그래도 도움이 많이 되었으며 복습을 꼭 다시 해야겠다는 생각이 들었다.  ",학습지도,"50,000원",유초등,1
커피로 성공하는 창업 공식(Feat.미래 창업가를 위한 진로 교육),15차시,2024-01-26,5,커피로 성공하는 창업 공식,"커피를 좋아하는 1인으로써 커피와 관련된 여러 사업 지식들을 얻을 수 있어 좋았습니다. 설명해 주시는 강사 분의 목소리가 너무 좋았고, 자세한 설명이 귀에 쏙쏙 잘 들어옵니다. 창업을 생각하고 계신 분들께 추천드려요. ",자기계발,"50,000원",전체대상,1
"학급의 기적, 미덕의 힘이다.(버츄프로젝트)",30차시,2024-01-26,5,당당하게 서로를 반짝이게~내가 생각하는 나는 어떤 사람인가요? 내가 만나는 모든 사람들에게 어떤 바램이 있나요?,"1. 나는 어떤 미덕에 사람인가요? 하나씩 미덕으로 반짝이는 불빛이 켜지는 사람_x000D_
2. 불빛이 하나씩 켜진다는건 어떤 의미인가요? 전에는 행동의 목적으로 이루기 위해 문제 만큼 얼굴도 경직되고, 마음도 무거웠는데 미덕을 알고나서는 내 얼굴, 말투에서 달콤한 꿀을 바른듯 편안하게 밝게 이야기 하는 나를 보고 느껴지는것._x000D_
3. 편안하게 밝게 이야기하는 내가 새롭게 알게된것이 있다면? 내가 원하는건 나도 행복하고 상대도 행복해지는것인데 내가 먼저 어둡게 얘기했었구나! 나부터 나의 미덕으로 밝게 반짝이면서 말하자! 라고 말하고 차이를 알게되었어요._x000D_
4. 그 차이를 알게되고 생활에서는 어떤 변화가 있나요? 내 마음이 편안해지고 다른 사람들에 대한 생각을 덜 하게되면서 마음이 평온해지고 관계를 좋게하는 것들을 용기내어 시도하며 선한 영향력을 전하고 있어요._x000D_
5. 앞으로 이런 나를 만나게 해준 미덕의 힘으로 어떤 모습이 상상이 되나요? 미덕 플랜 워크북을 만들어 일상에서 반짝반짝 나를 깨우는 소식드를 많이 보게되는 미덕 코치로 원하는 누군가에게 달려갈 준비가 되어 있는 명예의 미닥과 신용을 미덕을 반짝이는 모습입니다._x000D_
_x000D_
미덕의 힘으로 당당한 반짝반짝  빛나는나, 선생님, 학생들 몯모두 경험하길 응원드려요~ 감사합니다!",학급경영,"65,000원",전체대상,1
"탤짱쌤의 컴퓨터 활용 꼼수, 이제 나도 스마트",15차시,2024-01-25,5,한국어교원 자질 함양,한국어교원 자질 함양을 위한 내용을 계속적으로 반복할 수 있는 전략이 포함된 강의였음.,ICT,"40,000원",전체대상,1
스피킹맥스 현지에서 통하는 왕기초 영어회화 패턴 120,30차시,2024-01-25,5,좋은 이야기 감사합니다,"매년 영어공부를 해보겠다고 맘은 굴뚝같이 먹지만 실천이 잘 안돼죠~_x000D_
올해 또 다짐해 봅니다~ 하루에 단 10분이라도 반복학습으로 꼭 여행가서 몇마디라고 내뱉을 수 있게요~",어학,"75,000원",전체대상,1
큰별쌤 최태성의 별★별한국사,30차시,2024-01-25,5,한국사 강의 좋았어요.,이해가 쏙쏙 재미있고 유익해서 많은 도움이 되었습니다.,교과지도,"75,000원",전체대상,1
아이들의 내면이 단단해지는 격려수업,15차시,2024-01-25,5,아이들만이 아니라 나도 함께 단단해지는 수업,잔잔하게 수업을 진행할 수 있으면 더 좋을 듯 합니다. 때로는 활동적인 것도 있지만 자신을 돋ㄹ아보는 수업으로 적극 추천합니다.^^,생활지도,"50,000원",전체대상,1
"[자율연수] 탤짱쌤의 컴퓨터 활용 꼼수, 이 정도면 나도 스마트",7차시,2024-01-25,5,개꿀잼&실용 만점 연수,학교생활애 완전 필요한 꿀팁 연수입니다 심화과정도 있으면 좋겠습니다,ICT,무료,전체대상,1
[집밥 한 끼] 맛있는 다이어트 + 건강한 밥상,15차시,2024-01-25,5,집밥 백쌤!! 나도 할 수 있다~~,요알못인 사람들도 백쌤만큼 요리 할 수 있을 것 같은 연수입니다,자기계발,"40,000원",전체대상,1
아는 만큼 즐기는 올 댓 와인,15차시,2024-01-25,5,나만의 소믈리에 도전~~,와인 초보에서 한발짝 넘어갈 수 있는 좋은 연수입니다,자기계발,"40,000원",전체대상,1
"Made at Home, 나만의 작은 홈카페 & 홈베이킹",15차시,2024-01-25,5,집에서 간단히 할 수 있는 베이킹,이제 줄서서 빵집 오픈런 필요 없게 되었네요 좋은 연수 입니다,자기계발,"40,000원",전체대상,1
고전읽기로 1년 학급운영 쉽게 끝내기,30차시,2024-01-25,5,고전도 재미있을 수 있네요!,"고전이 고전인 이유는 그만큼 문학적인 가치가 뛰어나기 때문인데 _x000D_
학생들이나 교사인 제가 자발적으로 즐겁게 읽기가 쉽지는 않더라구요._x000D_
_x000D_
학생들의 문해력이 해를 거듭할수록 심각하게 낮아짐을 느낍니다._x000D_
문학적인 가치가 높은 고전을 재미있게 접근할 수만 있다면 학생들의 문해력에 큰 도움이 되리라 생각하여 연수를 신청하였습니다. _x000D_
_x000D_
교과에 직접 활용할 수 있도록 각 책마다 해당 차시를 말씀해 주시고_x000D_
저학년, 고학년 학습자의 수준에 따라 다양한 학습 놀이를 제공해 주시니 큰 도움이 되었습니다. _x000D_
_x000D_
고전 뿐 아니라 다양한 교과에도 활용할 수 있는 팁을 많이 얻어가는 좋은 연수입니다._x000D_
",학급경영,"85,000원",유초등,1
HOLA! 스페인어 첫걸음 - 기초완성,15차시,2024-01-25,5,유익한 스페인어 강좌,스페인어 발음 기초부터 스페인어권 지역을 여행할 때 실전에 사용할 수 있는 문장을 익혀주는 유용한 연수입니다. 바로 사용할 수 있는 스페인어를 공부하시고 싶은 분에게 강추합니다.,어학,"40,000원",전체대상,1
한국어교원양성과정 Ⅲ,30차시,2024-01-25,5,유익한 연수,재미있고 유익한 강의입니다. 한국어 교수법의 실제와 교재 등 많은 도움이 되었습니다.,자기계발,"75,000원",전체대상,1
송길영의 데이터로 세상 읽기,15차시,2024-01-25,5,송길영의 데이터로 세상일기,송길영의 데이터로 세상읽기를 들으면서 은퇴 후의 방향성에 대해 고민하게 되는 게기가 되는 유익한 강의였습니다.,자기계발,"50,000원",전체대상,1
세상 쉬운 고교학점제! 진로 진학 끝판왕,30차시,2024-01-24,5,2024년 준비를...,2024년 수업을 준비하기 위한 도약이 되고 밑거름이 되는 강의였다. 올 해 만나게 될 아이들과 즐거운 수업을 할 수 있을 것 같아서 기대가 된다.,학습지도,"75,000원",전체대상,1
"가장 쉬운 수업도구, 패들렛과 띵커벨",15차시,2024-01-24,5,새학년 패들렛 사용으로 풍성하게...,새학년 패들렛 사용으로 풍성한 수업을 할 생각을 하니 설렘과 두근거림이 있네요.. 아이들도 이런 선생님 마음처럼. 재미있는 수업이 되길 희망합니다.,ICT,"40,000원",전체대상,1
큰별쌤 최태성의 별★별한국사,30차시,2024-01-24,5,여전히 깊은 울림을 만드는 강의~~,한국사 검정시험을  위해 만났었던 큰별쌤을 방학동안 아이들과 함께 역사를 정확하게 배우면 좋겠다고 생각하고 다시 신청을 하게 되었습니다. 아이들과 한강의 한강의 들으면서참 역사에 무임승차 하지 않기 위해 현재 우리는 어떻게 살아야 할지...고민하면서 듣게 되는 강의였습니다. 여러 내용은 시간이 지나가면서  많이 잊어버리더라도 나중에 또 다시 듣고 싶은 강의입니다. 많은 선생님들이 듣고 역사에 대해 다시 생각해 보시는 기회가 되시길 소망합니다.,교과지도,"75,000원",전체대상,1
쏭쌤&이종대왕의 리얼 놀이로 푸는 초등학급경영,30차시,2024-01-24,5,교실 현장에서 많이 활용하는 연수! 강추합니다!,"이런 연수가 있다니... 나름 많은 연수를 들어봤지만 후기를 작성하지 않는 내가 강추하며 후기를 작성하는  몇 안되는 연수입니다. 학교 현장에서 꼭 필요하고 여러가지로 활용할 수 있는 팁이 너무 많고 실제로 아이들과 함께 해보았을 때 아이들도 나도 너무 행복했던 연수입니다._x000D_
실제로 너무 많은 한 강의 한 강의가 모두 보물 같아서 반복해서 보고 노트에 기록하면서 본 연수는 처음이었습니다._x000D_
장점은 너무 많지만 몇 가지만 추려본다면_x000D_
첫째, 실제로 아이들이 하는 장면을 동영상으로 보니 어떻게 진행해야 하는 지 바로 알 수 있는 점이 너무 좋았습니다. _x000D_
둘째, 해결 팁 유용한 응용 팁 들을 곳곳에 소개해 주셔서 다양하게 여러 교과에서 응용할 수 있으며, 그에 따른 자료들을 공유해 주셔서 다운 받아 교실 안에서 적용하기가 쉽습니다._x000D_
셋째, 모든 활동이 다 재미있고 다양한 수준의 모든 아이들이 함께 할 수 있는 놀이 교육이라는 점이 좋았고, 인성 교육도 함께 할 수 있다는 점이 너무 좋았습니다._x000D_
_x000D_
이런 좋은 연수 개설해 주셔서 감사하구요, 연수 내용을 활용한다면 교실 수업이 더 생동감 있어 질 거라고 확신합니다.",학급경영,"75,000원",유초등,1
소중한 아이들을 위한 행복한 성교육,30차시,2024-01-24,5,소중한 아이들을 위한 행복한 성교육은,학교에 계신 보건 선생님들 뿐만 아니라 초등학교 선생님들에게도 성교육 접근 방법이나 수업 활용 시에 도움이 될거라고 생각합니다. ,생활지도,"75,000원",전체대상,1
"오늘의 일상을 특별하게, 오일파스텔",15차시,2024-01-24,5,오일파스텔 연수,마음이 따뜻해지는 오일파스텔로 나만의 작품을 만들어보려 합니다.,자기계발,"40,000원",전체대상,1
"Z세대의 소통법, 유튜브 활용 교육",30차시,2024-01-24,5,나를 돌아보는 시간이 되었습니다.,"평소 수업에서 가르쳤지만, 조금 부족한 부분, 빠뜨렸던 부분들을 이 연수를 통하여 보충하는 의미있는 시간이었습니다.",ICT,"75,000원",전체대상,1
교사를 위한 구글 활용법(입문자편),15차시,2024-01-24,5,알면 쉽네요!,"배우고 나니까 쉽고 편리한 세상인걸 알겠네요!_x000D_
편리한 디지털 세상에 조금은 가까워진 듯 합니다. _x000D_
",ICT,"40,000원",전체대상,1
아이들의 내면이 단단해지는 격려수업,15차시,2024-01-24,5,격려수업 = 나와의 만남 + 아이들과의 만남 ,"격려수업은 제 자신의 자존감 회복에 큰 도움을 주었습니다. 미처 생각해보지 않았던 나의 과거와 미래를 눈을 감고 생각해보며, 아픈 상처는 지금의 시각으로 흘려보내고, 내가 진정 원하는 방향으로 나의 미래를 생각해보는 좋은 시간이었습니다. 뜻하지 않은 나와의 만남이 나에게 새로운 회복의 길을 열어주었습니다. 내가 꿈이라고 생각했던 것들이 진정 내가 원하는 꿈이 아니었다는 것을 깨닫고 새롭게 방향을 설정하는 계기도 주었습니다. _x000D_
_x000D_
또한, 학생과의 인터뷰내용을 보며 실제로 학생이 변화된 모습을 본 것이 감동적이었고, 실제 수업에도 꼭 활용해 보고 싶습니다. 수업내용이나 프로그램이 아니라, 선생님 자신의 자존감 회복과 이를 기반으로 한 학생과의 인격적인 대화 및 교류가 큰 감동을 주었습니다. _x000D_
_x000D_
변화된 내가 충분히 숨고르기를 한 후, 새로운 시각으로 아이들을 바라볼 때 아이들과의 관계(진정한 만남및 대화)가 열리게 될 것을 기대합니다. _x000D_
_x000D_
선생님이 단지 프로그램을 적용해서가 아니라, 선생님의 내면의 변화와 함께 격려수업이 이루어졌을 때, 학생의 충분한 자기 성찰과 변화를 함께 볼 수 있어서, 우리 아이들에게도 꼭 시도해보고 싶은 내용입니다. (학생들 앞에서 진솔한 선생님의 모습이 인상적이었어요^^)",생활지도,"50,000원",전체대상,1
